,Unnamed: 0,PatientAge,PatientGender,bmdtest_weight,bmdtest_height,heartdisease,diabetes,arthritis,respdisease,smoke,alcohol,oralster
28,28,-0.4420997519605405,-0.1097078627511786,-0.4427775496994722,-0.1479246405847324,-0.0811967351929983,-0.0804849839841069,-0.0875754607644107,-0.0626132511901654,-0.0709540953286881,-0.0252565911028849,-0.0283184799239666
29,29,-0.5496562367325378,-0.1692376872675828,-0.3700461764694893,-0.1230887726810399,-0.0672040335472747,-0.0317111461171256,-0.0720494580975694,-0.0485361389357168,-0.1183549923021569,-0.0257405330678275,-0.020058008922616
30,30,-0.5009953975344178,-0.1922429132160263,-0.386660925089299,-0.1501263520881839,-0.0781294499347554,-0.0753083734989275,-0.0607830368711939,-0.0687333184330645,-0.0596964054729071,-0.0237447861870071,-0.0138790702283077
31,31,-0.4509644795985066,-0.1365458227338251,-0.3593050707149667,-0.1248755076482043,-0.0794252636890601,-0.0762950304023462,-0.1150072752478457,-0.0627666152772805,-0.079121137345417,-0.0281288634114115,-0.0194728242293931
32,32,-0.4890815970946399,-0.1251802402116062,-0.4064488863907286,-0.1525928869309263,-0.0803197419853937,-0.0796834430633112,-0.0518826549777053,-0.0562750427979755,-0.0837325753321053,-0.0302319634613097,-0.021554250659702
33,33,-0.4931346086238865,-0.1396726571600653,-0.3471586869607876,-0.1331615991922902,-0.0700207626927096,-0.0790652418811522,-0.0967112896861858,-0.0508133070455604,-0.0929044658218805,-0.0450794985611427,-0.0112663991819749
34,34,-0.3922145531876576,-0.208080059916092,-0.3060152365655637,-0.0776895806970995,-0.0628562810908718,-0.0727319959613809,-0.121938245532825,-0.0620938048006493,-0.0740660194504968,-0.040741893887092,-0.0161389787980559
35,35,-0.5316100173147066,-0.1634177105716641,-0.3471316645469441,-0.1474774182159632,-0.0820448211652642,-0.0620544683052939,-0.10170442360393,-0.0566395989104279,-0.0872094058825826,-0.0354478398814215,-0.0143446559719732
36,36,-0.4482467106493263,-0.179235211557821,-0.4637787590024553,-0.1508328309751611,-0.0879587728287644,-0.0603403034621389,-0.068915166109403,-0.0438727274669524,-0.0853184550961264,-0.0302853653562497,-0.0272713072921472
37,37,-0.4339390277138756,-0.1761376067560516,-0.3756210827263356,-0.1079472153961269,-0.0858017740812896,-0.0743260601013442,-0.0768521343741056,-0.0576885380551286,-0.0577684818793544,-0.0283513617052737,-0.0242958665528862
38,38,-0.4812998373120835,-0.1567951357008671,-0.4599069113114824,-0.1268121817617831,-0.0931332217325597,-0.0772617648736202,-0.082416637667764,-0.0589139245826407,-0.0880911878657019,-0.0295831874726084,-0.0171330184241037
39,39,-0.5147068461777274,-0.1767100682883018,-0.4476502439021017,-0.1284115893855336,-0.0851682598688104,-0.0688171205070159,-0.1020416467110245,-0.0580685887331463,-0.0904215722782277,-0.0262041458950699,-0.0217517227644985
40,40,-0.4641238956670067,-0.1574047956445506,-0.3462881317898257,-0.1216799688361152,-0.0658100568321221,-0.0736392485567656,-0.0807614764368626,-0.0434912678396636,-0.118567116954052,-0.0356303075146449,-0.0307657800943363
41,41,-0.4914682785252046,-0.1612121470594874,-0.3828766461646467,-0.1446815109744712,-0.0971280864529318,-0.0618793627776784,-0.0859619528856291,-0.077438722549802,-0.0789211081521922,-0.0286295959897883,-0.0202930936797257
42,42,-0.4904711327369738,-0.189903930457108,-0.4287528356208718,-0.1169524904249503,-0.0927280282104625,-0.0766959449961034,-0.0726155295674256,-0.0750900952343909,-0.1008153447339371,-0.0414527267067013,-0.0145238891098052
43,43,-0.4521043149474745,-0.1473079901973619,-0.4323861398526216,-0.1100699781776132,-0.0779420315866353,-0.0715507387025766,-0.0741421710713092,-0.0607284288714563,-0.091937354949356,-0.0283047398147215,-0.0179789289864716
44,44,-0.5206848561407053,-0.1489464805882854,-0.3886669525781179,-0.1443317002069476,-0.0721919665797899,-0.0817554242580145,-0.0801967566478122,-0.0515131870197926,-0.0527334547901979,-0.0228536602745248,-0.0282722423899256
45,45,-0.4748265852286725,-0.1582433896250321,-0.3930386645426176,-0.1523698286138736,-0.0615385062791902,-0.0741456675097554,-0.1017414114242921,-0.0560554592369993,-0.1091707977721968,-0.0405082592403471,-0.0287834752279741
46,46,-0.4545116547675992,-0.0955924433945464,-0.4561635856554897,-0.1443625964032253,-0.0796693004041557,-0.0645545099373237,-0.071050851926356,-0.0559994327034588,-0.0922544281772598,-0.0593063413339192,-0.0205576719066093
47,47,-0.45755350713388,-0.1513091579246253,-0.4805233193581019,-0.1540855773433364,-0.082927185664166,-0.068170184307024,-0.0857695407882697,-0.0446592083546903,-0.0890301065529632,-0.0473013724480159,-0.0201390218445305
48,48,-0.5099376596598099,-0.1428731897801323,-0.4610442515853329,-0.1456766190035746,-0.0825512909970349,-0.0650863021262017,-0.1087932421521636,-0.0830577254823988,-0.0783066576557753,-0.0247074055457169,-0.0287152815161759
49,49,-0.4946766891069191,-0.1848845316307931,-0.4118544205470904,-0.1687766565394551,-0.0735487870799009,-0.0838581523815193,-0.0932842783582471,-0.0514357255114353,-0.0858112360927372,-0.0219539652938933,-0.0103917262675163
0,0,-0.3118711763735471,-0.0504647511874013,-0.2454027532542252,-0.0284525320562712,-0.0063816141081749,0.0005730523237393,-0.0132902549992905,-0.0006688065080914,-0.001329336973567,-0.0018507514906066,-0.0018699627668528
1,1,-0.3054977411236719,-0.0459540938186119,-0.2528796439862054,-0.0385744035870565,-0.0095609882073857,-0.0010398921171961,-0.011429999387196,-0.0065471382501215,-0.002705635836432,-0.0029084618816663,-0.0013244030360405
2,2,-0.2935576623662064,-0.0378048403179084,-0.2555087242060198,-0.0264935376867075,-0.0095612489129557,-0.000470853431077,-0.0192926815801635,-0.0029632083842583,-0.0024634028306792,-0.0043206693448586,-0.0019695528898131
3,3,-0.3367934888978232,-0.0336112874995374,-0.2528177820582636,-0.0300196301341426,-0.0076421593557246,-0.0028946381474461,-0.0198736506795061,-0.0064859511104912,0.0002566476830401,0.0014120144952631,-0.0027572156393724
4,4,-0.3267450340479789,-0.0282992347413021,-0.2154136538820736,-0.0278445603099296,-0.0083091177722204,-0.0003114375191902,-0.0176680444708214,-0.0068701055984362,-0.0026962790563782,-0.002500547734951,-0.0022715453947274
5,5,-0.3068162859828558,-0.0346167854406407,-0.2738071875384187,-0.0275527021532198,-0.0117223448070901,-0.0029081627835273,-0.0126904441194699,-0.0068681732826426,-0.0012829275558433,-0.0027333087017651,-0.0024909671232553
6,6,-0.3211977143129287,-0.0321399487865283,-0.2054708886145726,-0.0271770522945753,-0.0075584184961955,-0.0035483530334623,-0.0127048065396513,-0.0044416927931695,-0.0023450017386851,-0.0025717777239043,-0.0024924302539259
7,7,-0.2872726432449426,-0.0373437010930168,-0.2227370696119662,-0.0139357061063769,-0.0046795520685202,-0.002319745142862,-0.0145033685078767,-0.0017407306704999,-0.0027467444753295,-0.0048585683531658,-0.0046781399665389
8,8,-0.2655996491364178,-0.0416101040328729,-0.3040413055157336,-0.0312400089953014,-0.0047286156001443,-0.0018774288741214,-0.0129836099084524,-0.0061000805703759,-0.0042766622557098,-0.0053351636327425,-0.0021479791998569
9,9,-0.35602338733009,-0.0415968690878575,-0.2728022266873977,-0.0309986124889469,-0.010217651559081,-0.0004812377077443,-0.0129915523196132,-0.0032235023581648,-0.0022062291818526,-0.003099448404749,0.001032386584827
10,10,-0.289830876772055,-0.040082404409213,-0.1995512584114669,-0.0225911991968973,-0.0074887703137476,-0.0012761787818088,-0.0160867699386819,-0.0045208985207264,-0.0029853007847741,-0.0009170362966611,-0.0015572768984541
11,11,-0.3061254765548706,-0.0345053787758985,-0.2268589553280452,-0.0240093110563948,-0.0072624003515791,-0.0042531064017991,-0.0133136889849074,-0.0037985006151802,-0.0029017307853146,-0.0031128201170149,-0.0016555056804008
12,12,-0.3347676916923179,-0.0515036911304341,-0.2093087161212233,-0.0331342998854662,-0.0122654128103594,0.0004872878924775,-0.0184277940061036,-0.003577826439979,-0.0025480242417962,-0.00319689327104,-0.0017162356279949
13,13,-0.3477250097854285,-0.0424494950283875,-0.2426664832750044,-0.0321504625317516,-0.0111051440440983,0.0002614015403111,-0.0223036739748586,-0.0026686352078875,-0.0020727072874437,-0.001804329779128,-0.0014225688694354
14,14,-0.2470797119595196,-0.0358290782526801,-0.2806417920673996,-0.024326814321094,-0.0093683809648593,-0.0042156109402141,-0.0172681251649784,-0.0080838864234537,-0.0019094030615164,-0.0031226643957471,-9.43513374515037e-05
15,15,-0.3563265782849911,-0.0305210852004819,-0.2427508742693593,-0.0318693032901364,-0.0090142604202932,0.0005949800640719,-0.0115225898389081,-0.0047029199255633,-0.0018190467700238,-0.0027448163924377,-0.0027075969766262
16,16,-0.2583975607956729,-0.0311753195612304,-0.282143433326244,-0.0188067209208465,-0.0103418900685728,-0.0017153665146438,-0.0092454488838301,-0.0050061883718988,-0.0027463773819935,-0.0034431129708163,-0.0018990829009126
17,17,-0.3087012252675065,-0.0606151709221776,-0.2369034507095591,-0.0270452149100065,-0.0108212956138299,-0.0004784557775654,-0.0240874141303056,-0.0083603950316715,-0.0038138577705646,-0.0044825484253162,-0.0014336359392304
18,18,-0.2907558302139201,-0.0379144590917253,-0.2837912259739037,-0.030241373793079,-0.0043896208894028,-0.0003516991455499,-0.0092549113546472,-0.002017237232296,-0.0023122318596532,-0.0023698540396943,-0.0036286324996567
19,19,-0.2812666121219178,-0.0344233767761967,-0.1939927537250538,-0.0184752683918048,-0.0059670594798691,-0.0012466716750165,-0.0140343072225427,-0.0059285203933439,-0.0024497529330712,-0.0037092969237003,-0.0012282811331727
20,20,-0.3145987331540858,-0.0402961749952741,-0.250469978717581,-0.0281396417532919,-0.0089147319593558,-0.0020418779834385,-0.014747607322224,-0.0035570203124265,-0.0028448382340421,-0.0040983794001643,-0.0024278775532621
21,21,-0.3333785931648967,-0.0418298974400243,-0.2256393173252182,-0.0280153815997912,-0.0064953948381527,-0.0001443041295723,-0.0093079867130432,-0.0029015848350182,-0.0018587536065155,-0.0025413857513288,-0.0012786918534581
22,22,-0.3296257692292919,-0.0387591381480394,-0.2805554794794702,-0.0242047656915722,-0.0075991283208886,-0.0036130013525352,-0.0050996109242447,-0.0042403127948787,-0.0031805439613281,-0.0017924923580668,-0.0017071619508348
23,23,-0.2491834411068962,-0.0449056685766072,-0.2570725336425639,-0.021436477730333,-0.0078309531494041,-0.0028439241343898,-0.0102269764217451,-0.0029853170096958,-0.0026022993007531,-0.00352657514515,-0.0030204727936751
24,24,-0.2960398627370537,-0.0318668040386269,-0.2530586823925843,-0.0184593325351174,-0.0121752431662462,-0.0015916813032229,-0.013716751573377,-0.0050092690019829,-0.0024789983378741,-0.0064459704921823,-0.0007408241147824
25,25,-0.3099769206370131,-0.0453466141386752,-0.1994178119177074,-0.02877448073252,-0.0078586640784911,0.0009202240620864,-0.013244456222992,-0.0060803984663765,-0.0030720154737994,-0.0024113876263058,-0.0023729723063802
26,26,-0.3364518729833559,-0.0335636606332409,-0.2515635246963625,-0.0297189325641556,-0.012195367812732,-0.0010401386978846,-0.0188854832431689,-0.0038603005891102,-0.0021303981922654,-0.0024679461987412,-0.0018452148276206
27,27,-0.2501980836907755,-0.0375062507546641,-0.2245322853811422,-0.0172307602655905,-0.0038751974878142,-0.0012918996478294,-0.0152402270360622,-0.0063514643630897,-0.0025215311024503,-0.0048999012794161,-0.0047606653097612
28,28,-0.298949433971132,-0.0330587090165513,-0.282950355023172,-0.0314011545280256,-0.0131709823071188,-0.0048196565979206,-0.0130381776022275,-0.0043981145622838,-0.0014207951156726,-0.0009786992372543,-0.0014572293397786
29,29,-0.3592117856786556,-0.0308986857990304,-0.2295956256607549,-0.0255053040443967,-0.008445896275951,0.0018201693784498,-0.0104712647487584,-0.003868717708785,-0.0014222808584569,-0.0012961937935407,-0.0034931136140959
30,30,-0.3296499588205275,-0.0507939211929794,-0.2497343571438123,-0.0252947926076558,-0.0080350480688913,-0.0008036498326673,-0.0047022690796377,-0.0049865727273519,-0.0013394061387521,-0.0004738855748391,-0.0029190545368483
31,31,-0.315459633185853,-0.036842871628843,-0.2263778062093574,-0.0237916701478403,-0.0080046423181268,-0.0035571309492148,-0.0226426058966381,-0.0063790886057019,-0.0015658861998201,-0.0044689663601368,0.0004673567256984
32,32,-0.326386116198806,-0.0386760847582345,-0.2458648576873117,-0.025611317534717,-0.0108528321561496,-0.0015736247703284,-0.006971364140192,-0.0073711981692607,-0.0028784604007302,-0.0009399571355769,-0.0028257569463744
33,33,-0.323942753127451,-0.0367614992009538,-0.1991904475436375,-0.0244093891198856,-0.0085520997980251,-0.0021492491241519,-0.015176556185918,-0.0030151007068242,-0.00273417756377,-0.0039002391305467,-0.0014564976433021
34,34,-0.2478160679722117,-0.0463936137303009,-0.1724011604518507,-0.0151565300816434,-0.0072805434110294,-0.0022208988841903,-0.0245153612985623,-0.0022785240853315,-0.0020230678892384,-0.0033485169098459,-0.0017205262644717
35,35,-0.3492963173742744,-0.040597506539165,-0.2272815632744753,-0.0200692253677364,-0.0107375959025851,-0.000758774678593,-0.0128442086301231,-0.0050794224630761,-0.0018758523398404,-0.0032654172774531,-0.0027202222068822
36,36,-0.2969490942735722,-0.0495744726910682,-0.2588389440332523,-0.0295669261950384,-0.0116153125601253,-0.0013146211029093,-0.0090845293957175,-0.0023119167644647,-0.0029660153505884,-0.0044815774857408,-0.0036261310623022
37,37,-0.287839517596856,-0.040663099344314,-0.235362026244842,-0.0122398878245529,-0.0099744920791788,0.0022226060015602,-0.01010529805397,-0.0047036464727948,-0.0009793415772043,-0.0014988569581622,-0.0011806076520185
38,38,-0.3196306778149442,-0.0384757720271712,-0.256573897550833,-0.0300808343752999,-0.0132204044452548,-0.0038862953177992,-0.01335496489575,-0.0075562800377004,-0.0015738493602329,-0.0020131334060242,-0.0019219743797536
39,39,-0.3733410796975902,-0.0464283181585974,-0.2705315190105346,-0.0211420372707163,-0.0146151282843189,-0.0016547213987256,-0.0158052713896138,-0.0062809933877009,-0.0011250789402574,-0.0031807222852593,-0.0016395267931017
40,40,-0.3039590774254439,-0.0532742121716907,-0.2373938646282494,-0.0296706155492749,-0.0081738265363273,-0.0003984965002691,-0.0110565568233299,-0.00575641900805,-0.0017932716961615,-0.0042229589562642,-0.0050933523436847
41,41,-0.3363016950931179,-0.0364554752102846,-0.2520369149672785,-0.0394338782560969,-0.0120653244648903,-0.0012201714099135,-0.0128516413656772,-0.0044338086037577,-0.0010755276649905,-0.0019252407625548,-0.0036185558435296
42,42,-0.3207817985230556,-0.0419459422042519,-0.2697113734255314,-0.0207940684641693,-0.0065703785021664,-0.0025193897699959,-0.0098905612999407,-0.0075540907489316,-0.0027848856388766,-0.0028860729718357,-0.0029680857240513
43,43,-0.3087234142289992,-0.0366877902338852,-0.2420299690099482,-0.0195672882819117,-0.0090477485971173,-0.0014946654523412,-0.0151925714207397,-0.0073460904820852,-0.0025299968546647,-0.0039269688923715,-0.0015695541531716
44,44,-0.3236469672867752,-0.0403455853784615,-0.2194544611646761,-0.0265995845570169,-0.0084515384052563,-0.0025678636152549,-0.0172325276870821,-0.00361725783315,-0.0031735124703613,-0.002136324569314,-0.0031077208157193
45,45,-0.3211581834564072,-0.0496373561435369,-0.2256396172256817,-0.0265358147423215,-0.0088442339974321,-0.0018472160063909,-0.0177315308701917,-0.0045045832247866,-0.0024272112009258,-0.0039988824794195,-0.0032137010124662
46,46,-0.3155240311019898,-0.0340766876758443,-0.2676068076840856,-0.0274627160333683,-0.007575407979249,-0.0020300708484871,-0.0103951774518455,-0.0039883603443984,-0.0030291365516021,-0.0051330654943204,-0.0034150597714933
47,47,-0.3319643405229278,-0.0348525949343666,-0.2844052722890491,-0.034842326287109,-0.0114243637162686,0.0004807728832317,-0.0111375334793479,-0.0044078729534616,-0.0009693241970722,-0.0024560069408429,-0.0024415280171263
48,48,-0.3430008939700539,-0.0376490032149203,-0.2756838806862003,-0.0285637164070432,-0.0085895169560528,-0.0017301673280768,-0.0150908921465,-0.0053041515262156,-0.0013134128320183,-0.000699045658198,-0.0019985803241722
49,49,-0.3262395587880242,-0.0478524266226971,-0.2514124608382742,-0.0326859026404749,-0.0061445970762193,-0.0001118242365745,-0.0222482995119666,-0.0050073675946318,-0.0020379295838566,-0.0026215808014211,-0.0024114934182164
0,0,-0.4331122007250544,-0.1204810576772674,-0.3161192897533115,-0.0832527730518088,-0.0453751645567384,-0.0258975602125203,-0.049823913832234,-0.0215766719392562,-0.0421087107643688,-0.0112991983573388,-0.0125441252819489
1,1,-0.4192756099288065,-0.1204148859012947,-0.3437152483724811,-0.1267498684936818,-0.0374740765672261,-0.0295745066810152,-0.0412810490879903,-0.0399409795527168,-0.0554318353329191,-0.0246612068046899,-0.0104332995659153
2,2,-0.4193457302546847,-0.1056800693646621,-0.339944729039533,-0.1019681601238364,-0.0398750915839469,-0.0385475784391694,-0.0681786219053135,-0.0218659989516623,-0.0374152038667064,-0.0220489258552761,-0.0056237820726845
3,3,-0.4665445737876189,-0.0851152189808265,-0.3296100257080121,-0.1039943250142885,-0.0303958902352448,-0.0446243308204965,-0.0620109885443895,-0.0533746450703151,-0.0516756374132638,-0.0206417528501688,-0.0086264981652162
4,4,-0.4255697999038289,-0.0986046846740562,-0.3026651561622543,-0.0935555503418944,-0.0410590480309893,-0.0255013982303805,-0.0682313277782482,-0.0382550455935631,-0.0474399160190232,-0.0201210190141746,-0.0071737186947795
5,5,-0.418398433726166,-0.1081833881797564,-0.3861416816895637,-0.1124754374644124,-0.0489801814457706,-0.049098757032661,-0.0620026096749535,-0.0373510550760508,-0.0489904567805543,-0.0209366427935839,-0.0040182121671387
6,6,-0.4654324966385429,-0.0888130793717402,-0.3200854011856811,-0.1068083852543071,-0.0417814527603405,-0.0454153547915627,-0.0465306050581052,-0.0294795444921281,-0.048622600562298,-0.0181909899817883,-0.0086389346740355
7,7,-0.3832202358585015,-0.1091803623715217,-0.3092626427079979,-0.0901604781165406,-0.0299933273314358,-0.0381877634132141,-0.0610419633823134,-0.0369883809449572,-0.0498501746955446,-0.0323493539741138,-0.0183578211788073
8,8,-0.3887116636033869,-0.1364110064791662,-0.3908345422310374,-0.1133870059723449,-0.0381835291745294,-0.0473709018865622,-0.0484366023297321,-0.0448537751229215,-0.0642600482695213,-0.0281926758802326,-0.0130046468051612
9,9,-0.4584651520987409,-0.1080675798736668,-0.3759051381655772,-0.1200930810582998,-0.0431880261205002,-0.0449705858223233,-0.0618768365397955,-0.0424188199072769,-0.0420666930012351,-0.0213134940565735,-0.0105089333654064
10,10,-0.4363588143211004,-0.1059898146744109,-0.2907520914566551,-0.0957891395205136,-0.0366637320689852,-0.0492074728757713,-0.0564343618770952,-0.0323969507684608,-0.0536572818602438,-0.0095854489640559,-0.0096301291250796
11,11,-0.4346995455865713,-0.0842838521894918,-0.3028703217204604,-0.1026559926550395,-0.0387948301037724,-0.0473377507614048,-0.0598496335325217,-0.0454581227711476,-0.0491645524230288,-0.0229138373253181,-0.0139784005272981
12,12,-0.4897061917961492,-0.1186167487403949,-0.2813189680026273,-0.1158399929409519,-0.0419054648779343,-0.0484404399378592,-0.0668259913792337,-0.0272535741603259,-0.0531060084828934,-0.0180880796512448,-0.0081358912973297
13,13,-0.4944110058504128,-0.0892979871769226,-0.3464045248566475,-0.0964622564765338,-0.040658219479261,-0.0377625894395253,-0.0667997380607894,-0.0344732835286266,-0.040689671006613,-0.019129314829848,-0.0023143078092994
14,14,-0.3800644431809089,-0.0857225417700319,-0.3893861370647539,-0.0957941853352571,-0.0389857045212856,-0.0462039072824075,-0.0687447210273596,-0.0204983963233477,-0.0412923313039906,-0.018171787455478,-0.0135869300023623
15,15,-0.4981390898376457,-0.1026942418447039,-0.3364108423821593,-0.113388818900912,-0.0441031810339154,-0.0337620384199818,-0.0575058895430976,-0.0353418359981546,-0.0315497157156315,-0.0191651267663777,-0.0084926752105172
16,16,-0.3794809997905355,-0.1058204949815534,-0.4048137888326878,-0.0920669104041456,-0.0312909683853402,-0.0394025523944397,-0.0417481259611927,-0.0358152258715217,-0.0479193356979131,-0.0142783575068057,-0.0073708462040794
17,17,-0.425939699753186,-0.1472127727488932,-0.3404340668128528,-0.1146886675219718,-0.0448359466978547,-0.0473785125145447,-0.0815761150375848,-0.0298975352769287,-0.0603580162803779,-0.0234529932567413,-0.0094870689226596
18,18,-0.411280744730315,-0.0887151512345273,-0.3751592199124873,-0.1000202999124335,-0.0352786617442497,-0.0480906081379133,-0.0469309798695727,-0.0280765906124499,-0.045972956106651,-0.019063257349426,-0.0124779384040991
19,19,-0.4069410149681408,-0.0953194280553145,-0.2982335402775475,-0.1031324365762815,-0.0302568833971461,-0.0371248019072859,-0.0551181034754538,-0.0421457540219746,-0.0483120878895793,-0.0228716117898859,-0.0075345465848813
20,20,-0.4416196611114643,-0.1085472335884603,-0.3453938040891824,-0.1011123888918767,-0.0357216771089642,-0.0637528946887193,-0.0658824731006765,-0.0328296073040234,-0.0546846947768726,-0.0259167396508455,-0.0142896369374561
