,Unnamed: 0,PatientAge,PatientGender,bmi,clavicle,shoulder,elbow,femur,wrist,tibfib,parentbreak,alcohol,arthritis,cancer,diabetes,heartdisease,smoke,respdisease,age_gender,age_bmi,gender_bmi
29,29,-0.1887713238781609,-0.2705994473836765,-0.8045791666756531,-0.0045469253891288,-0.0207458622860082,-0.0108223403949919,-0.000549671310468,-0.0586509963698224,0.0008257616542266,-0.000741162635789,-0.0097812889391987,-0.0051825221254692,-0.0002336135009057,0.0003556140742831,-0.0057245380400352,-0.0034823389509416,-0.001357626039786,-0.3084870382428996,-0.6340747220209907,-0.0454065477800836
30,30,-0.1998139965356278,-0.298539546607336,-0.7611285900629011,-0.0026494165470722,-0.0256370607131013,-0.0179624994424906,-0.0001180094062331,-0.0383629745884975,-0.0056229071819662,-0.0004302115862918,-0.0100238942220934,-0.0052991378725761,-0.0012602207061079,0.0001148418475717,-0.005304398462446,-0.0032737291566428,-0.0022349623409089,-0.2682030078699512,-0.6748921386240981,-0.0259907134245169
31,31,-0.163026968617905,-0.2932438478255511,-0.7919430026381576,-0.0011958405178829,-0.0237724569353344,-0.011683638209967,3.068451724730359e-05,-0.0400829090405676,-0.0042748585197714,-0.0010975538941572,-0.0033671837565155,-0.0055138185252981,-0.0009936361156609,-0.0003722027263236,-0.0077792549592157,-0.005337793073187,-0.0017023422047309,-0.3014530258359776,-0.5764761332697105,-0.0283963529509788
32,32,-0.1844976839182216,-0.2659071752598648,-0.783154558173618,-0.0058838668180005,-0.0156116337609831,0.0016251961076793,-0.000279215532337,-0.0753643019131736,-0.0056673078282383,-0.0002406196504882,-0.0085623704070415,-0.002042033214934,-0.0007545044254025,-9.59416208896613e-05,-0.0032665817833839,-0.007617079237529,-0.0003367975444332,-0.2863857910376254,-0.5484767220541139,-0.0458306769873291
33,33,-0.1939934353772675,-0.2770332260862801,-0.7741743108754718,-0.0016295264504977,-0.0263602159336853,-0.0118608823132493,-0.000528779321983,-0.0538102463397188,-0.0012582573899415,0.0004997376653187,-0.01535181662113,-0.005842049948568,-0.0009413244499849,0.0002840697261674,-0.0035863078203378,-0.0002984901657568,-0.0010211673053608,-0.2908770436538627,-0.6515937883910635,-0.043713974553882
34,34,-0.2146759637587779,-0.2647254430696589,-0.8606471373461763,-0.0060731353212072,-0.0197798441274869,-0.0153125825822661,0.0001046683489148,-0.0498373685214749,-0.0042646899562077,-0.0012230494867812,-0.0080366315731078,-0.0029868034813191,-0.0024092733437554,-0.0002160630255323,-0.01261355526161,-0.0097820226744196,0.0016749755587029,-0.2869594330003003,-0.6307156254695311,-0.054305330973179
35,35,-0.1970583819379213,-0.2648893396889816,-0.9208889361938624,0.0011628269890979,-0.0172272212062907,-0.0084552081552773,-0.0002026437239669,-0.0706908297601297,-0.0058069709928258,-0.0027515981651545,-0.0086354954396982,-0.0049717088985428,-0.0026432972538955,0.000230862605974,-0.0049134023101212,-0.0076002123897951,-0.0004605459130189,-0.2873652981765197,-0.5915339349951315,-0.0557426678485224
36,36,-0.1509275041601855,-0.2886964153513071,-0.7953583548636355,-0.0003930578125381,-0.0196277353116224,-0.0130548601288235,0.0002815639751241,-0.044869372577052,0.0019461120940995,-0.000121047257913,-0.0205679410919559,-0.0017030207302353,-0.000208904947813,-0.0004055278412795,-0.0053093021264171,-0.0045408395052658,-0.0003634253248021,-0.3069189736371823,-0.5946165187614064,-0.0343622880920357
37,37,-0.1860192925020745,-0.2591932839465573,-0.7703436817029142,-7.509609424416475e-06,-0.0242869624299937,-0.0072507483216912,-0.0002614338560859,-0.0484961366163643,-0.0045269702102752,-0.000431591385908,-0.0195627674390899,-0.0099364433121369,-0.0013041060864856,0.0002025768756251,-0.0165696617797336,-0.0039753276833556,-0.001220664398231,-0.3105003406609193,-0.6667430169596892,-0.0465734173390739
38,38,-0.1899162287695799,-0.2609181543858797,-0.7820504932061773,-0.0015174402759633,-0.0148703288029512,-0.0176860371355986,0.0003550387502001,-0.0464681604896101,-0.0034533999334613,-0.0005796087204696,-0.0177018299536551,-0.0049363035056478,0.0003251305865215,-0.0006409298836261,-0.0056811074772743,-0.0112110459773,-1.4525135428211655e-05,-0.318323224444427,-0.641418450894775,-0.0491601577346576
39,39,-0.1911831256224218,-0.3039418987061336,-0.7145438564707011,-0.0029262921463776,-0.0209250733275451,-0.0122649645867735,0.0002044808519234,-0.0506294256632725,-0.0044889079289176,-0.0020835426345904,-0.0119381115676774,-0.0043685754701552,-0.0005015237964682,0.0001866982454734,-0.0080514547334817,-0.0004637180778792,0.0002280358638367,-0.2683338976834418,-0.626604907803154,-0.0259789149501589
40,40,-0.207767364870801,-0.2401320028246413,-0.8986931950289853,0.0007704030130923,-0.0207112142972503,-0.0101804925635583,-0.0001846899236588,-0.0584688245746108,-0.0021829627954764,-0.0011473432707048,-0.0175559219149836,0.0040009030177662,-0.0002186431455818,-0.0010154848040664,-0.0038458353253274,-0.0050560886583185,-0.0013974319063766,-0.31861946055079,-0.5896590439927486,-0.0672965518144528
41,41,-0.1683566185211213,-0.3452282412481601,-0.8304109657789106,0.0012398006743268,-0.0133812432522437,-0.0014266493661566,0.0006138460573658,-0.0761624962064408,-0.0002015287076311,-0.00049887619329,-0.0052458004704966,-0.0044785087856332,-0.0005039427932288,0.0007096482912339,-0.0058137504833621,-0.0019596746787825,-0.0012886837596156,-0.2784299422159432,-0.573289696209225,-0.0340974678961696
42,42,-0.1798565695427041,-0.2318870079457157,-0.6661608355887129,-0.0018300112064782,-0.0169229624381285,-0.002216979188696,-0.0001057546421654,-0.0698330952185859,-0.007990861798411,-0.0008141293510276,-0.0128854448528366,-0.0071085122146148,-0.0010966654565673,-0.0003676539568963,-0.0033952212990876,-0.0127193433292507,-0.0002740567048116,-0.3469651733649207,-0.6463626737658484,-0.0455456322748012
43,43,-0.1778304940481537,-0.2846034166092638,-0.7720583816784142,-0.0010422381132052,-0.0210777903970718,-0.0143842135816542,-5.633384876091441e-05,-0.0445517537186481,-0.0068155782911137,-0.0023635570963888,-0.0171165768940575,-0.011440411434856,-0.0001341698069931,0.0006350879802132,-0.0022206142942601,-0.0087114242923792,0.0006034587237244,-0.2983890505919028,-0.6673721184197438,-0.0339272455326932
44,44,-0.1548889728799355,-0.3040347302879865,-0.8565104787310532,-0.004128886862332,-0.0286792011905351,-0.0095324234030925,-8.127286604431294e-05,-0.0437437566547508,-0.0040748804928627,-0.0027403787739411,-0.0149888990277698,0.0021886294531984,0.0004742303406573,-5.397330923928578e-05,-0.0015435092128285,-0.0051625151657689,-0.0010405936276227,-0.3103754161559354,-0.5819781233616891,-0.0441153835454547
45,45,-0.1745077148070318,-0.2705528268695115,-0.7177250009343482,-0.0013605114182517,-0.0192360256730547,-0.0189427715024829,-0.0001691285258778,-0.0455503771264882,-0.0065517511513524,2.614281832813425e-05,-0.0102603991370556,-0.0045599122727159,-0.0013582087320286,-2.804358860741818e-05,-0.0050263529760568,-0.0002435067408218,0.0009926980382179,-0.3161811394578225,-0.6192380127035114,-0.0436628394056015
46,46,-0.1717501641841016,-0.3096737641357695,-0.7404799412125976,-0.0037780161936368,-0.0128193104413465,-0.0109597510974678,0.0004223566901142,-0.0455461857194898,-0.0055518176803656,-0.0017520204561422,-0.0190748559711123,-0.0040245878158341,-0.0028305532332001,0.0004754033076994,-0.0054837058698601,-0.0012017294320439,0.0008548705552758,-0.272215600523323,-0.6012528401953471,-0.0263377072507863
47,47,-0.147622279499587,-0.2999641904707507,-0.8932246668296703,-0.0025672607342347,-0.0332806633957107,-0.011168790948467,0.0002096697275814,-0.0438699673993202,-0.0052590195469036,-0.0004788210559527,-0.0026049568302994,-0.0054309224957089,0.0011608170125755,-0.0003288819523773,0.0016996740491028,-0.0073477345877023,0.0007262253270537,-0.2912922057561397,-0.486518859172984,-0.0444069336289228
48,48,-0.1981622526949031,-0.3043821713732059,-0.8564545339122233,0.0014284448566178,-0.0239856107832404,-0.0192049596450853,0.0001558389442106,-0.0500788351038619,-0.0007834022696562,-0.0017411024544156,-0.0039232053022039,-0.0039342399426048,0.0004257429674253,0.0001410496460526,-0.0041320138527465,-0.004864986296699,-0.0011756261867611,-0.2811350414832815,-0.6185805852047263,-0.044854227386499
49,49,-0.1663544320933523,-0.3196206857754075,-0.8710491163418764,-0.0011245594580028,-0.0296706094007491,-0.0063012693286907,-3.612116971463131e-05,-0.0438832309973011,-0.0052110846492884,-0.0019571875588759,-0.0100778090334558,-0.0036499189337967,-0.0015768113437345,-9.059924609633452e-05,-0.0109731760036573,-0.0065171097135043,-0.00134389859631,-0.2766439302233673,-0.5985493841592805,-0.034771522463646
0,0,-0.7844862064634311,-5.747842227462288,-0.3629328554339411,0.0011118124317788,-0.0294720438183735,-0.0183910423270897,0.0002906154129589,-0.0662787212030149,-0.0069967531881729,0.0007872483248121,-0.0315840768844178,-0.0050424943849174,-0.0026528607306456,-1.9245397737677195e-06,-0.0109937426001127,-0.0021186693245183,-0.0005660179313807,-3.236559397642389,-1.0966520391298746,-1.158757558472001
1,1,-0.8683737139186009,-6.104805888969552,-0.4291752754967931,-0.0024280091988408,-0.0289017122677117,-0.0071985892685489,-0.0003093969303196,-0.0714276417980234,-0.0068245226154259,-0.0003087434661153,-0.028184774781332,0.0048795607403835,0.0019882891338357,-5.419174000653726e-06,0.0014524260925417,-0.0031957089072798,-0.0006044389341894,-3.144131715524769,-1.1005470097815595,-1.098036842515775
2,2,-0.731217251324079,-6.013669294270965,-0.3810676080108391,0.0039137748494055,-0.0361152707160314,-0.0206066577586817,4.7652590899227576e-05,-0.0627562711968796,-0.0065829450452113,-0.0003510004713751,-0.0155206145402513,-0.0062181882773345,-0.0082190486570603,9.513743945310791e-06,-0.0030199099996991,-0.0039845742701721,0.0011062411073435,-3.353230396092069,-1.040083324656877,-1.1503461916883344
3,3,-0.7954549526369182,-4.604787376602198,-0.4072837551468861,-0.0008370762078617,-0.0220043459436362,-0.0187730968134642,-6.736059371248437e-05,-0.0742632659783896,0.0017385566338892,0.0010025252444302,-0.0280134658017281,-0.0021076444348067,-0.0015848811623282,-4.399418699008173e-06,-0.0103497346852634,-0.0049745162221553,-0.0005156232669765,-2.8570534318171235,-1.067127168781838,-0.9357118322367164
4,4,-0.7352588386222635,-5.475039920683908,-0.4097521229994266,-0.001447997789107,-0.0299493252679814,-0.0148274334023477,0.0002048936736412,-0.0604170033951888,-0.0093233472899416,0.0009619407695393,-0.0193031020781926,-0.0069431426785835,-0.0026462301476406,1.342245196434e-06,-0.0072066646376294,-0.0047889535608783,-0.0002614711936599,-3.1928852309661595,-0.9327115228646105,-1.1704126284415808
5,5,-0.6593825298774513,-5.922439640723329,-0.4005374565478364,-0.0032535267350732,-0.023910179624873,-0.0199216254617023,-0.0001107348161653,-0.0668176569178382,-0.0029946138740896,-0.0003215428035215,-0.0219557170457417,-0.0031688685103772,-0.002954788166241,-1.8176330545127684e-06,-0.0038729896330698,-0.002075373289898,0.0008437618619701,-3.2276425532092,-0.9198485374614814,-1.0808757428797515
6,6,-0.8139878577205918,-5.838265486477035,-0.3595072216388703,-0.0003559524817446,-0.0225483414293558,-0.0147869991194358,-7.367828662163678e-05,-0.0524834324657754,-0.0102252620939758,0.0003120658289221,-0.0285344587256478,-0.0061919225124731,-0.0012183381616419,3.039633931223307e-07,-0.0070211737061074,-0.000955850689207,-0.0007785356035234,-3.4663171323216075,-1.0860891922941844,-1.103926646971063
7,7,-0.7628078650742399,-5.810045238334958,-0.4480890152172608,-0.0017298231638219,-0.019009480832429,-0.023258427876959,4.217862550226492e-05,-0.0500851735249018,-0.0117741479116953,-0.0011104025700701,-0.0391255662774344,-0.0011432794624722,-0.003567539998065,-6.234418785999729e-06,-0.0069910065932723,-0.0072174859411822,0.000132881774738,-3.081832832282257,-1.0123068164892983,-1.0792366515484435
8,8,-0.7952042745391271,-5.5871085854351055,-0.46345685374526,-0.0032738387771691,-0.0062132469776271,-0.0220170440619579,-0.0001265310269106,-0.0803104409912575,-0.0058549339377823,-0.000694368178249,-0.0147050567644807,-0.0053619887330299,-0.0011256021182546,-6.004944959503433e-06,-0.0087795155842278,-0.0071403936281732,0.0004674330477124,-3.559554591854829,-1.021433112764762,-1.2452076520794946
9,9,-0.7531289035930012,-5.470320591279392,-0.424322733108435,0.0013085419593439,-0.0174720937893372,-0.021578990460863,0.0002400930215726,-0.0680426384253547,-0.010589705999944,-5.737843696185241e-05,-0.0112663134360468,-0.0058828986597218,-0.0052362138555483,3.1717063483371888e-06,-0.0125633693726769,-0.0041617106004693,-0.00149721267724,-3.3178067027547864,-1.0248467460663644,-1.0849782818281173
10,10,-0.7656233132908074,-5.948518478361806,-0.3995241189112432,-0.0002989045078195,-0.0197109180489707,-0.0097320243863598,0.0003365629804273,-0.0836818806218293,-0.0060194623287809,0.0002621841467664,-0.0173613558961224,-0.0050290447853359,-0.0018648630008418,2.2120379976620086e-06,-0.0037435058277713,-0.0050736272457985,-0.0003103132600441,-3.2934565105969527,-0.998696599682892,-1.0986368343061264
11,11,-0.8050444000096243,-5.681026949239793,-0.4481919407846503,0.0012368938343723,-0.0182174866295981,-0.0111551465982033,-0.0002030377748769,-0.0897864781324807,-0.0030987467290544,-0.0007661013387202,-0.0281136433838912,-0.0014737999372106,-0.0028593916984124,-6.769559959263205e-06,-0.0078251368147773,-0.0098128395541228,-0.000891070177577,-3.230959308221529,-0.9451514519076946,-1.150205847403559
12,12,-0.8606931000719776,-5.5063152183757325,-0.4610042670459028,-0.0009101112838376,-0.0301643639312848,-0.0123857675258295,-0.0005858344293889,-0.0617385912611168,-0.0089014084295814,0.0001771573357732,-0.0298203802711483,-0.0024048650568061,-0.0013951059156567,1.732585699909528e-06,-0.0018326385601705,-0.0004740404131001,-0.0003980553651871,-3.0851575795621864,-1.0848470229453864,-1.07539674217794
13,13,-0.7876755734321407,-5.54099024078533,-0.412175133820342,-0.0002608486708787,-0.0184405352784344,-0.0121433531094988,0.0002978026434801,-0.0701863540851586,-0.0074575245319088,-0.0005319826174365,-0.0193747332071229,-0.0057451589554138,-0.0016695347698024,5.341566685634902e-07,-0.0017683742551584,-0.0069770051362998,-0.0034400503041827,-3.326819108725535,-1.015141174300405,-1.10720277600739
14,14,-0.6993697964743281,-5.953935307927926,-0.417491624519731,-0.0034786106566411,-0.0358819538311483,-0.0056192657343745,-0.0014322774076556,-0.0495362090225777,-0.0129714794665767,9.421879242677011e-05,-0.0147377780529448,-0.0028341602072881,-0.0044610492040035,1.452035653271011e-06,-0.0136871867775216,-0.0031329486074497,0.0014281994767119,-3.310414440665997,-1.0321338204573314,-1.1529033424498505
15,15,-0.6600344041337921,-5.835808402824382,-0.4461348455193027,-0.005083105464207,-0.0332641101966882,-0.016911676629051,-0.0007682334984278,-0.0457168566974657,-0.0031896402025742,8.042126792084936e-05,-0.0327496929041775,-0.0029921805789108,-0.003430083941894,1.1343152168774571e-05,-0.0046547464777214,-0.0021569569205361,-0.0016089296644745,-3.325536396266948,-0.9429077824523824,-1.08050025292044
16,16,-0.7627521157177232,-5.7221883541199015,-0.422519042187253,-0.0028700896225635,-0.0185128531805511,-0.0140870627244761,-0.0006579591277222,-0.058700162905502,-0.0045980457134049,-0.0002308614522501,-0.0281692528775839,-0.0028793307173787,-0.0023095385037402,-3.6094524211716106e-06,-0.0005599672503828,-0.0033889777771287,-0.000197120361586,-3.3050655896300696,-0.9153260537710212,-1.0673523478484257
