PatientAge,bmdtest_height,bmdtest_weight,bmdtest_tscore_fn,PatientGender,parentbreak,arthritis,cancer,ptunsteady,whereliv,education,diabetes,heartdisease,respdisease,alcohol,howbreak,wasfractdue2fall,ptfall,fxworried,notworking,marital,hip,ankle,clavicle,elbow,femur,spine,wrist,shoulder,tibfib
1.0,-0.07471663840259737,-0.1344859169745968,-0.25107756348022925,0.08031252775121944,0.041836168459008505,,,0.23304793150014505,-0.009741907765539138,-0.14918627342860394,,,,-0.020769515172929146,0.030621272801677594,0.008200824986867193,0.08359866884222321,0.03184172550511467,-0.13111709690609316,0.2941992302886274,0.11987186357195084,-0.02704144439419276,0.019748008130783482,-0.05074995790332978,0.03753094823617305,0.03016340714380583,-0.07904142682898804,0.07803533598336139,-0.05384987463340187
-0.07471663840259737,1.0,-0.259896014920927,0.061722939291287325,0.2553541649901408,-0.011806715642761251,,,-0.04929326404454129,0.010251984088127079,0.029377570183220784,,,,0.037219997615261784,0.014855012994551848,-0.008015241051981472,-0.029966404113497193,-0.015693342942302707,0.0013354874964840548,-0.07272741706839937,-0.024785889678091665,-0.1538439031789185,0.024574630614518797,0.00610292916724749,-0.002563776783319013,-0.009580755327316165,0.012230285791517912,-0.0014168452256734373,0.01582641085622201
-0.1344859169745968,-0.259896014920927,1.0,0.33022460202970655,0.20129233442737063,-0.009325096860875019,,,0.03529977127887027,0.0029932458081907342,-0.004628436978248741,,,,-0.0342135306834543,0.007487347022965773,-0.019232600796288732,0.03602554370585939,-0.07014578087822548,0.009444572725368423,-0.04998582312674074,-0.01737419164872304,0.12820576515489623,-0.05384693257588018,0.04364536417878955,0.02712425317301204,-0.021341472625647236,-0.09871976155264209,0.0720335781799385,0.03569462692026321
-0.25107756348022925,0.061722939291287325,0.33022460202970655,1.0,0.04530607316634863,-0.03788834051462084,,,-0.09003740308552532,0.0006265081979023722,0.05325207281961113,,,,0.0009665956033098089,0.021564753090200457,0.013811999631605901,-0.018629162908691856,-0.04263042431737723,0.021295253348166968,-0.0949470449357257,-0.09187143865627724,0.03999752818652467,0.002986431820475676,0.045258551921885,-0.03340112381829942,-0.012007616737809144,-0.011520445088672213,0.010000573514557267,0.030620961283850064
0.08031252775121944,0.2553541649901408,0.20129233442737063,0.04530607316634863,1.0,-0.0023856596761983907,,,0.02363105597006804,0.014375440601587656,-0.007978673237570738,,,,0.08393352592913238,0.03235132696416075,-0.041354808338519906,0.002504551300941312,-0.03776702752376806,-0.04693941162289861,-0.11941142824816527,0.06158209651906842,0.005627570529952424,0.07216611762540662,0.0009416224094986465,0.03245575766153906,0.0005227472956745567,-0.0988023991338586,0.023377714041623397,0.03926562117650853
0.041836168459008505,-0.011806715642761251,-0.009325096860875019,-0.03788834051462084,-0.0023856596761983907,1.0,,,0.06931423563652196,0.01774614436647761,0.04164377080179156,,,,0.13307369165585192,0.0431393442516948,0.006015255082863682,0.04746869142028783,0.034343587187843146,-0.0013585193256796134,-0.006644633991019035,0.012852631274380145,-0.004117928726845642,0.008135131136542694,-0.008654238031981018,0.015729984074645032,0.042388018549302985,-0.02789325782322653,0.014746001882460735,-0.0068300273219538046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23304793150014505,-0.04929326404454129,0.03529977127887027,-0.09003740308552532,0.02363105597006804,0.06931423563652196,,,1.0,0.016914679658607684,-0.0889729390581729,,,,0.059734897561881516,0.027787468466258444,0.018360589711921,0.32419765665203687,0.06244927900966127,0.028922560248537735,0.13125616152075134,0.08153553705743656,0.0193509703140599,0.02495513533543249,-0.007872963768137398,0.05571089095385796,0.04079656892824233,-0.12179492929411997,0.07017419222792089,0.015729186986046643
-0.009741907765539138,0.010251984088127079,0.0029932458081907342,0.0006265081979023722,0.014375440601587656,0.01774614436647761,,,0.016914679658607684,1.0,0.18117016390230303,,,,-0.004472198725091031,0.0032892209232661704,-0.02940845813504311,0.007963875440024113,-0.011402928136120913,0.07208033475730437,-0.02409624299280383,0.007986733072870905,0.002318096362085839,-0.0005357452538396575,-0.0007367706995427904,0.046227068485002756,0.022119460539089978,-0.010076160145793484,-0.009944588203215494,0.005809281069378828
