PatientAge,bmdtest_height,bmdtest_weight,bmdtest_tscore_fn,PatientGender,parentbreak,arthritis,cancer,ptunsteady,whereliv,education,diabetes,heartdisease,respdisease,alcohol,howbreak,wasfractdue2fall,ptfall,fxworried,notworking,marital,hip,ankle,clavicle,elbow,femur,spine,wrist,shoulder,tibfib
-0.14918627342860394,0.029377570183220784,-0.004628436978248741,0.05325207281961113,-0.007978673237570738,0.04164377080179156,,,-0.0889729390581729,0.18117016390230303,1.0,,,,0.014342858109212181,-0.002278900694496616,-0.03165383809748474,-0.06026518719388823,-0.04089724439586661,0.05908432649941733,-0.04314638406105218,0.0005700906945864376,-0.0021702439637891597,-0.0026462022171855615,-0.026996606738799035,0.0140035019773241,0.005929524082082007,0.028162243368784166,-0.03238177921232797,0.014474151778574489
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.020769515172929146,0.037219997615261784,-0.0342135306834543,0.0009665956033098089,0.08393352592913238,0.13307369165585192,,,0.059734897561881516,-0.004472198725091031,0.014342858109212181,,,,1.0,0.06466595027254676,-0.0164455557769831,0.044017518546179656,0.015066213108475158,0.0017027539733461888,-0.02470723915330961,0.03230643889610868,-0.004975926428063861,-0.0004909367990616918,-0.019204072921325036,-0.010084810055758552,0.043575410597801054,-0.03153527227245009,0.03485289036978247,-0.012032766985663352
0.030621272801677594,0.014855012994551848,0.007487347022965773,0.021564753090200457,0.03235132696416075,0.0431393442516948,,,0.027787468466258444,0.0032892209232661704,-0.002278900694496616,,,,0.06466595027254676,1.0,-0.1790234908235182,0.012730308929291981,0.009222429205613841,-0.012189405105169101,0.005131353006415622,0.02655565502790052,-0.004824235204146704,0.008498085098239032,-0.012691080357242689,0.016076487103587132,0.2583624060238926,-0.06228248482491165,-0.0037579041651249977,0.047473276430517436
0.008200824986867193,-0.008015241051981472,-0.019232600796288732,0.013811999631605901,-0.041354808338519906,0.006015255082863682,,,0.018360589711921,-0.02940845813504311,-0.03165383809748474,,,,-0.0164455557769831,-0.1790234908235182,1.0,0.028759334773325554,0.017601579524846825,0.003430245837663481,0.009368201143040085,-0.026324154988484397,-0.04187566312667319,0.003923339998888818,0.02181716052385426,-0.04399734209817304,-0.11703007480223068,0.06453701594636876,-0.0012516747295180273,-0.08576481450965036
0.08359866884222321,-0.029966404113497193,0.03602554370585939,-0.018629162908691856,0.002504551300941312,0.04746869142028783,,,0.32419765665203687,0.007963875440024113,-0.06026518719388823,,,,0.044017518546179656,0.012730308929291981,0.028759334773325554,1.0,0.015026937107348138,0.0012160058335496681,0.07110910875797105,0.024905836728495404,0.01437548213555854,0.024583563299470073,-0.0019167039848616363,0.002068751168195243,0.044465174440020336,-0.034093285680297986,0.010565456453244368,-0.005659056193364761
0.03184172550511467,-0.015693342942302707,-0.07014578087822548,-0.04263042431737723,-0.03776702752376806,0.034343587187843146,,,0.06244927900966127,-0.011402928136120913,-0.04089724439586661,,,,0.015066213108475158,0.009222429205613841,0.017601579524846825,0.015026937107348138,1.0,0.016152966868150417,-0.002614408524515409,0.07243192040880404,0.0010097996672787906,0.01743183469350372,-0.0028267686960431007,0.02007066904145468,0.01718848437211127,-0.03595943997562681,0.004644073995029677,-0.00837339937279621
-0.13111709690609316,0.0013354874964840548,0.009444572725368423,0.021295253348166968,-0.04693941162289861,-0.0013585193256796134,,,0.028922560248537735,0.07208033475730437,0.05908432649941733,,,,0.0017027539733461888,-0.012189405105169101,0.003430245837663481,0.0012160058335496681,0.016152966868150417,1.0,0.012580047928439368,-0.009036001234908107,-0.004447214273582103,-0.00020527958544376914,-0.019604499469431342,0.017165100091659183,-0.007822625248242713,0.011411283452067069,-0.015759991058985543,0.027309716065113343
0.2941992302886274,-0.07272741706839937,-0.04998582312674074,-0.0949470449357257,-0.11941142824816527,-0.006644633991019035,,,0.13125616152075134,-0.02409624299280383,-0.04314638406105218,,,,-0.02470723915330961,0.005131353006415622,0.009368201143040085,0.07110910875797105,-0.002614408524515409,0.012580047928439368,1.0,0.048575997917737014,-0.02228303267736712,-0.0002178262055685948,-0.003685843848498901,0.005857212822387576,-0.003853218731448855,-0.016601168807804503,0.023577029276841615,-0.015390568767529676
0.11987186357195084,-0.024785889678091665,-0.01737419164872304,-0.09187143865627724,0.06158209651906842,0.012852631274380145,,,0.08153553705743656,0.007986733072870905,0.0005700906945864376,,,,0.03230643889610868,0.02655565502790052,-0.026324154988484397,0.024905836728495404,0.07243192040880404,-0.009036001234908107,0.048575997917737014,1.0,-0.014414573841373967,-0.023869984453620582,-0.030570839179073914,-0.010182272187597664,-0.010314570395891625,-0.1701845424836079,-0.07281965138735733,-0.021497375338867385
-0.02704144439419276,-0.1538439031789185,0.12820576515489623,0.03999752818652467,0.005627570529952424,-0.004117928726845642,,,0.0193509703140599,0.002318096362085839,-0.0021702439637891597,,,,-0.004975926428063861,-0.004824235204146704,-0.04187566312667319,0.01437548213555854,0.0010097996672787906,-0.004447214273582103,-0.02228303267736712,-0.014414573841373967,1.0,-0.006152798509200614,-0.0007367768199929612,-0.011114586327809975,-0.006479055553226209,-0.11411956984911263,-0.04574136862679791,0.00604024346137552
0.019748008130783482,0.024574630614518797,-0.05384693257588018,0.002986431820475676,0.07216611762540662,0.008135131136542694,,,0.02495513533543249,-0.0005357452538396575,-0.0026462022171855615,,,,-0.0004909367990616918,0.008498085098239032,0.003923339998888818,0.024583563299470073,0.01743183469350372,-0.00020527958544376914,-0.0002178262055685948,-0.023869984453620582,-0.006152798509200614,1.0,-0.03590490140175564,-0.018405331005475815,-0.010729068859865324,-0.19187252790057263,-0.08444632466630468,-0.022361262899431696
-0.05074995790332978,0.00610292916724749,0.04364536417878955,0.045258551921885,0.0009416224094986465,-0.008654238031981018,,,-0.007872963768137398,-0.0007367706995427904,-0.026996606738799035,,,,-0.019204072921325036,-0.012691080357242689,0.02181716052385426,-0.0019167039848616363,-0.0028267686960431007,-0.019604499469431342,-0.003685843848498901,-0.030570839179073914,-0.0007367768199929612,-0.03590490140175564,1.0,-0.029239061168171626,-0.017044404177136242,-0.289733785298583,-0.12567846299110402,-0.03552353030324032
0.03753094823617305,-0.002563776783319013,0.02712425317301204,-0.03340112381829942,0.03245575766153906,0.015729984074645032,,,0.05571089095385796,0.046227068485002756,0.0140035019773241,,,,-0.010084810055758552,0.016076487103587132,-0.04399734209817304,0.002068751168195243,0.02007066904145468,0.017165100091659183,0.005857212822387576,-0.010182272187597664,-0.011114586327809975,-0.018405331005475815,-0.029239061168171626,1.0,-0.0079532134880289,-0.13894874909384497,-0.06406389832554236,-0.0165758930270602
0.03016340714380583,-0.009580755327316165,-0.021341472625647236,-0.012007616737809144,0.0005227472956745567,0.042388018549302985,,,0.04079656892824233,0.022119460539089978,0.005929524082082007,,,,0.043575410597801054,0.2583624060238926,-0.11703007480223068,0.044465174440020336,0.01718848437211127,-0.007822625248242713,-0.003853218731448855,-0.010314570395891625,-0.006479055553226209,-0.010729068859865324,-0.017044404177136242,-0.0079532134880289,1.0,-0.06819426104365954,-0.02837327566364455,-0.009662629683121348
-0.07904142682898804,0.012230285791517912,-0.09871976155264209,-0.011520445088672213,-0.0988023991338586,-0.02789325782322653,,,-0.12179492929411997,-0.010076160145793484,0.028162243368784166,,,,-0.03153527227245009,-0.06228248482491165,0.06453701594636876,-0.034093285680297986,-0.03595943997562681,0.011411283452067069,-0.016601168807804503,-0.1701845424836079,-0.11411956984911263,-0.19187252790057263,-0.289733785298583,-0.13894874909384497,-0.06819426104365954,1.0,-0.6601212444718266,-0.1705702396311321
0.07803533598336139,-0.0014168452256734373,0.0720335781799385,0.010000573514557267,0.023377714041623397,0.014746001882460735,,,0.07017419222792089,-0.009944588203215494,-0.03238177921232797,,,,0.03485289036978247,-0.0037579041651249977,-0.0012516747295180273,0.010565456453244368,0.004644073995029677,-0.015759991058985543,0.023577029276841615,-0.07281965138735733,-0.04574136862679791,-0.08444632466630468,-0.12567846299110402,-0.06406389832554236,-0.02837327566364455,-0.6601212444718266,1.0,-0.07783340991771322
-0.05384987463340187,0.01582641085622201,0.03569462692026321,0.030620961283850064,0.03926562117650853,-0.0068300273219538046,,,0.015729186986046643,0.005809281069378828,0.014474151778574489,,,,-0.012032766985663352,0.047473276430517436,-0.08576481450965036,-0.005659056193364761,-0.00837339937279621,0.027309716065113343,-0.015390568767529676,-0.021497375338867385,0.00604024346137552,-0.022361262899431696,-0.03552353030324032,-0.0165758930270602,-0.009662629683121348,-0.1705702396311321,-0.07783340991771322,1.0
