PatientAge,bmdtest_height,bmdtest_weight,bmdtest_tscore_fn,PatientGender,parentbreak,ptunsteady,whereliv,education,alcohol,wasfractdue2fall,ptfall,fxworried,notworking,marital,arthritis,cancer,diabetes,heartdisease,respdisease,howbreak,hip,ankle,clavicle,elbow,femur,spine,wrist,shoulder,tibfib
1.0,-0.36076595237614134,-0.30854684781724784,-0.47426885135276275,-0.06672385405017575,0.11731704353280434,0.2555004344907895,0.05874580698715833,-0.1588315183437967,-0.03610615619086633,-0.0007546444061887965,0.08079004523539912,0.042174002647467686,-0.17521116438909728,0.3681411632894532,0.06817144894296885,0.07090190032717425,0.07577224093595944,0.2149771660162524,0.05678678694356176,,0.12751141476204594,-0.06204213252333087,0.004185867665288792,-0.06485490901145158,0.028536957439930857,0.0040715746295001696,-0.10069692743965353,0.10299548036955487,-0.05022746861507957
-0.36076595237614134,1.0,0.4520980656159108,0.3797643079235125,0.5555618652888125,-0.09496034199288497,-0.13694830705308253,-0.05531753591750875,0.07490837901898888,0.010368559765474801,-0.08610229330319738,-0.09775079173104727,-0.08892732912439101,0.051879945780847,-0.2437425683263667,-0.0736039836486028,-0.010474874934673164,-0.011675976099115772,-0.047985799908705,-0.045875676501993756,,0.08268375046270815,0.03887031953891776,0.035488581550225475,0.07569872571345518,0.006374855936247087,0.02073193964781339,-0.04491311893301692,-0.07468176864872748,0.03323495987073412
-0.30854684781724784,0.4520980656159108,1.0,0.45866237903007206,0.2987503440523505,-0.06447538126998906,-0.053691371810031176,-0.016170497564728808,0.027090050794154743,-0.03693004487182703,-0.05197165388949501,-0.004575185417560246,-0.13317272081928871,0.05950546504321438,-0.15640404565083738,0.048529943369668455,-0.023504057888448053,0.10239966010010086,-0.026045422661944026,0.014489554236200896,,-0.10497526782883448,-0.011182076740370864,-0.003279050087201415,0.07753942019830466,-0.03948866332921983,0.003945029556254707,0.003340573451438615,0.03552996974635486,0.049564341435490995
-0.47426885135276275,0.3797643079235125,0.45866237903007206,1.0,0.14383104395475352,-0.10085585485906313,-0.20092821403372849,-0.046136576927193154,0.1303398901473318,-0.01567052542006513,0.02860068158593544,-0.061996644340660656,-0.07789733289377902,0.0697193640856805,-0.20547287740954626,-0.04333035285594119,-0.0533655482931812,-0.008401597798737179,-0.13012691886292274,-0.05081268957508132,,-0.1237712619579369,0.10958256166524477,0.0012431083496634672,0.06161020372176388,-0.06833988189740602,-0.061524430227462255,0.10173053958524443,-0.0667790074483909,0.042006248965969425
-0.06672385405017575,0.5555618652888125,0.2987503440523505,0.14383104395475352,1.0,-0.08228946012370486,-0.08213916651373705,0.019407427533259695,0.003684995431463245,0.045994203822519036,-0.11306740681867344,-0.0746640019731709,-0.12226099908675911,0.0005145985105056064,-0.16644157950450808,0.005521651838308219,0.0022970074008833536,0.06143156329184367,0.056649427256052584,-0.0027059602337233335,,0.07057595341732512,0.031524288954047436,0.06385514883920135,0.01595705082460374,0.003792395663644927,0.024112794816137092,-0.02230561280109711,-0.08594148211660074,0.05925618224445033
0.11731704353280434,-0.09496034199288497,-0.06447538126998906,-0.10085585485906313,-0.08228946012370486,1.0,0.1838763540364963,0.0034376681419383557,-0.037278694688775836,0.3694945805696365,0.034476997240168554,0.1543370606252246,0.07858492100281222,-0.03299302510947717,0.011019794790066787,0.040432538528899324,-0.015948310247716552,0.06155361439607854,-0.01306821322323343,0.008766975695938609,,0.0065609582176312875,0.01596884542806982,0.04915648000993505,-0.014609054683340573,-0.05221929015894596,0.022972696405143128,-0.09024865037004966,0.07494151414524518,0.02960647254547435
0.2555004344907895,-0.13694830705308253,-0.053691371810031176,-0.20092821403372849,-0.08213916651373705,0.1838763540364963,1.0,0.06194494290916098,-0.11633599652273499,0.22005438873713598,0.0792475350896547,0.3876617714182748,0.11470700305311893,-0.03155779951835472,0.1020156832989869,0.1352696442884308,0.011463173570763091,0.08766253318109751,0.06511295298224212,0.05814402437739031,,0.0590258597718159,0.01617630181229199,-0.02031429936720834,0.006421611724190145,0.052226345851114596,0.0612585708375767,-0.09430622058858441,0.06161327667100816,-0.0018487202071199894
0.05874580698715833,-0.05531753591750875,-0.016170497564728808,-0.046136576927193154,0.019407427533259695,0.0034376681419383557,0.06194494290916098,1.0,0.1525033956886923,0.024158759848276142,-0.0003620958791538188,-0.008765333758730192,0.010121579325666107,0.038954359154972945,-0.055883566280869164,0.02050057223887417,-0.031280780215628,0.04407744646387867,0.05707708273012263,-0.03999975876516943,,-0.033432582643715354,-0.0013825130681260176,0.005238439195683406,-0.006782517651397312,0.012096989346103818,-0.011475573126522217,-0.002890337589410273,0.023299921564688398,0.012096989346103664
-0.1588315183437967,0.07490837901898888,0.027090050794154743,0.1303398901473318,0.003684995431463245,-0.037278694688775836,-0.11633599652273499,0.1525033956886923,1.0,-0.04237271609755451,-0.03821801752234108,-0.055975575237824565,-0.01584119965253093,0.03262658731275257,-0.017115580401854395,-0.02608563179961102,-0.08208135126123738,-0.021223130413086523,-0.09209625800199829,-0.0363869050679962,,0.04224998046636368,-0.021382135493216735,-0.03902822542729389,-0.0031121537827158144,-0.01241543351219064,-0.008977193398012085,-0.006460211302639962,-0.0020918138588676494,0.07725158629807512
-0.03610615619086633,0.010368559765474801,-0.03693004487182703,-0.01567052542006513,0.045994203822519036,0.3694945805696365,0.22005438873713598,0.024158759848276142,-0.04237271609755451,1.0,0.01682437485309602,0.15068180834054098,-0.0009562516931315081,-0.011793352479609453,-0.07613821084117292,-0.015942147785336213,-0.021856784013395827,-0.039304823775033255,-0.036888577111219005,-0.03882450597456071,,0.03819330466326591,-0.019271071091848186,-0.0019715249605225,-0.018108013292696123,-0.01927107109184886,0.0316848474519786,-0.04168555972503962,0.027168084211491167,-0.019271071091848738
