PatientAge,bmdtest_height,bmdtest_weight,bmdtest_tscore_fn,PatientGender,parentbreak,ptunsteady,whereliv,education,alcohol,wasfractdue2fall,ptfall,fxworried,notworking,marital,arthritis,cancer,diabetes,heartdisease,respdisease,howbreak,hip,ankle,clavicle,elbow,femur,spine,wrist,shoulder,tibfib
80,165,84,-1.2,2,0,0,2,2,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,154,71,-1.4,1,0,0,2,3,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,157,61,0.5,1,0,0,2,3,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
64,172,64.9,-1.4,2,0,1,1,4,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
72,177,98.1,-1.3,2,0,1,2,3,0,1,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
56,153,104,-0.2,1,0,0,2,3,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,160,63,-1.4,1,0,0,2,6,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,164,70.7,-1.3,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,158,76,-1,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72,168.5,64.6,-1.6,2,0,0,2,3,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
58,163.5,59.3,-0.9,1,0,0,1,5,0,1,1,1,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
55,169,100.8,0.7,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
61,173.5,77.9,-0.6,1,0,0,1,4,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
51,162,60,-1.3,1,0,0,2,4,0,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58,166.5,67.5,-0.8,1,0,0,1,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,150,76.2,-0.9,1,0,0,2,3,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61,153,72,-0.5,1,0,0,2,7,0,1,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,165.5,76,-0.7,1,0,0,2,3,0,1,0,2,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
60,175,84.8,-1.1,2,0,0,2,1,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58,168,78,-1,1,0,1,2,4,0,1,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
51,165,55.2,-1,1,2,0,1,4,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,176.022,96.38837863,-1.1,2,2,0,2,7,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,165.1,57.2,-0.9,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66,185.5,99.5,-1,2,0,0,1,3,0,1,0,0,1,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
50,161,52.4,-1.5,1,0,0,2,3,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,160.5,92.7,0.4,1,0,0,2,3,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58,169,82,-0.2,1,0,0,1,6,0,1,1,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
83,163,63,-0.7,2,0,0,2,3,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,178,68.1,-1.4,2,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60,175,114,-1.2,2,0,0,2,3,0,1,1,0,5,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
57,150.4,59.4,-0.2,1,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,161,64,-1.4,1,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,180.5,111.4,-0.4,2,0,0,2,4,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
62,167,82.5,0.1,1,0,0,2,5,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60,160,100,-0.2,1,0,1,1,3,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60,183,76,-0.8,2,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,160,81,-1.2,1,0,0,1,3,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
70,185,85,-1.4,2,0,0,2,2,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
61,152,76.4,-0.5,1,0,1,1,3,0,1,0,1,1,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
54,166,70,-0.9,1,0,0,2,3,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51,157.48,46.26642174,-0.7,1,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,160,90.4,1,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53,177,112,-0.6,2,1,1,2,3,1,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66,165,75,0.6,1,0,0,2,5,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77,166,79,-1.2,2,0,1,4,7,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
65,168,64.6,-0.4,1,0,0,2,3,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,164.5,119,-0.5,1,2,0,2,3,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,160,54,-0.9,1,0,0,2,3,0,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,158,76,-1,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,169,87.4,-0.1,1,0,0,2,3,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70,165.1,98.88313666,0.1,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67,175,83,-0.9,2,0,0,1,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,162.56,63.5029318,-0.4,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
66,160,100,0.7,1,0,0,2,3,0,1,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,157.48,65.77089365,-0.8,1,0,0,2,4,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,161,92.9,0,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
74,183.5,99.5,-0.3,2,0,0,2,2,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,154,102,-2,1,0,1,1,6,0,1,1,2,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50,164,51.3,-2.2,1,0,0,2,3,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
54,174,94.5,-0.4,2,0,0,2,4,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65,162,98,-0.2,1,0,0,1,3,0,1,1,2,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
59,162.56,61.23496995,-1.3,2,0,0,2,2,0,1,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
57,167,81.6,0,1,0,1,2,4,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,181,93,-0.9,2,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54,165,93,-0.8,1,0,1,2,4,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,175.26,72.12118683,-0.5,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67,180.34,98.88313666,0.8,2,0,0,2,5,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
63,165.1,120.2019781,-1.1,1,0,0,1,3,0,1,0,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
66,163,105.4,-1,2,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59,184,113,-0.1,2,0,1,2,6,0,1,1,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
53,179,95,-2,2,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
54,165,89,-0.2,1,0,0,1,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
75,170,86,-1.1,2,0,0,2,7,0,1,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
59,157.48,78.01788764,-0.7,1,0,0,2,4,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,163,90,-0.2,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
80,164,60,0.6,1,0,0,1,3,0,1,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
78,175.5,107.5,-0.3,2,0,1,2,3,0,1,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
57,177.038,81.32911194,-1.6,2,0,0,2,7,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61,156,65,-1.3,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53,168,90,-1.5,1,0,0,2,3,0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
55,162,100,-0.8,1,0,0,1,4,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54,158,52.5,-1.3,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59,164.5,69,-0.9,1,0,0,2,3,0,1,1,2,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
57,168.5,118,-0.7,2,2,0,1,5,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
58,180,89.5,-1,1,0,1,2,3,0,1,1,1,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,157.48,58.05982336,0.2,1,0,0,2,4,0,1,2,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
55,158.5,94.7,-0.4,1,0,0,1,4,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60,159,85,-0.5,1,2,0,1,3,0,2,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
52,142,54,-0.7,1,2,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
74,167,85,-1.4,2,0,0,2,3,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
59,167.64,78.01788764,-1.1,1,0,0,2,2,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
64,164,79.5,-0.5,1,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
62,164,84,-0.6,1,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
56,165.5,90.6,-1.2,1,0,0,2,3,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,160.5,89.5,-0.9,1,0,0,2,4,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52,157,102,-0.9,1,0,0,2,3,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
63,166.37,88.45051215,-0.4,1,0,1,2,4,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
79,167,62,-1,1,1,0,1,4,1,1,0,1,1,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
75,163,93,-2.4,1,0,0,1,3,0,1,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
84,156.2,71.8,-2.1,1,0,0,2,5,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80,148.5,66,-2.6,1,0,0,1,3,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65,162.3,101,-0.8,1,1,0,2,3,1,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
80,153,56.2,-2.5,1,0,0,1,3,0,1,0,1,1,6,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
77,160,76.8,-2.2,1,0,0,2,5,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
65,172.72,71.66759446,-0.2,1,1,1,2,4,0,1,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
81,162,57.6,-2.4,1,0,0,2,4,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
75,168,83.5,-2.4,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
64,169.8,86.2,-1.1,1,1,0,2,5,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
63,154,52,-2.9,1,0,0,2,4,0,1,0,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
74,137,48,-2.2,1,0,1,2,3,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
74,152.4,86.1825503,-3.1,1,0,1,2,3,0,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61,149,63,-1.9,1,1,0,1,4,0,1,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
71,150,52,-3.4,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
83,150,49.1,-4.2,1,0,1,1,3,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
96,152,50,-2.4,1,0,0,1,4,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
67,162,70.5,-2.1,1,1,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
82,169.8,77.7,-1.6,1,0,0,1,3,0,1,0,0,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
55,170.18,72.5747792,-2.8,2,0,0,2,3,1,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
74,159,81,-2.4,1,0,0,2,7,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
73,155.5,44.54277073,-3.1,1,0,1,2,4,0,1,1,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
81,156,54.6,-1.9,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,160.02,79.37866475,-2.8,1,0,1,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
70,171,65,-6.9,2,0,0,1,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70,156.3,61,-2.7,1,0,1,2,3,0,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
85,140,39,-3.8,1,0,1,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
67,153.5,62,-3,1,4,0,2,3,4,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
82,148.5,98.3,-2.4,1,0,1,2,3,0,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
86,163.1,74.6613041,-1.9,1,1,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82,145.7,59.1,-1.5,1,4,4,2,3,4,1,4,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81,161,79,-1.7,1,0,0,1,2,0,1,0,1,1,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
77,150,61,-2.8,1,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80,149.4,61.77928079,-2.2,1,0,1,2,2,0,1,0,2,1,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
85,157.48,61.23496995,-1.3,1,0,0,1,4,0,1,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
62,159.5,71.8,-2,1,1,0,1,3,0,1,0,1,5,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
59,152.5,49.26013138,-3.3,1,0,1,2,4,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
85,151,64,-3.3,1,0,1,3,2,0,1,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
70,162.56,52.16312255,-3.3,1,0,0,1,4,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
64,169,74,-2.3,2,1,1,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,163.5,40.1,-3.2,1,1,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
84,166.878,60.78137758,-2.9,1,0,0,1,2,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
74,155,54,-2.9,1,0,0,2,4,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77,158.75,70.89648743,-2.5,1,1,0,2,5,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
71,180.34,83.00740371,-2.4,2,1,0,2,3,1,1,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
89,145.4,58.2,-2.5,1,4,4,2,3,4,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79,157,91,-2.2,1,0,1,2,2,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
68,168.5,88,-2.7,1,4,4,2,3,4,1,4,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,152.4,63.5029318,-2.2,1,0,0,1,3,0,1,0,1,1,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
89,152,59,-3.1,1,0,0,1,3,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
86,142,78,-1.9,1,0,1,1,1,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
73,156,62,-2.5,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
77,153.6,84,-2.5,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
75,158,54,-2.9,1,0,0,2,3,0,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
85,154.5,60.32778521,-1.4,1,0,0,1,4,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82,155,55,-2.1,1,0,0,2,3,0,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
83,176,107,-2.5,1,0,0,2,3,0,1,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
68,157,61,-3,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
85,157,57,-3.2,1,0,1,1,2,0,1,0,0,1,5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
64,177.8,77.29213985,-3.2,2,0,1,2,5,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,175,71,-4.4,2,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,155.7,70.3,-2.1,1,1,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
79,148.59,73.93555631,-2.1,1,0,0,2,3,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
75,159.6,47.2,-2.8,1,0,0,1,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,158.7,72,-1.2,1,1,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
74,161,68.8,-2,1,1,0,2,3,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69,168,75,-2.6,1,0,0,2,3,0,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
85,158,67,-2.1,1,0,0,1,3,0,1,0,0,1,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
80,141,44,-2.1,1,0,0,2,3,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
86,140,52,-2.9,1,2,1,4,3,0,1,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
61,158.242,44.90564463,-3.1,1,1,0,1,4,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82,150,61.7,-2.8,1,0,1,2,4,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
82,160.5,61.86999927,-1.9,1,1,1,1,3,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,160.7,72,-2.1,1,1,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
81,153,65,-3,1,0,0,1,3,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61,160,66,-1.9,1,1,0,1,4,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
89,146,41,-2.8,1,0,1,2,3,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
79,165,81,-2.6,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79,160.02,74.84274105,-2,1,0,0,2,3,0,1,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
76,163,64,-2.7,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
67,160.02,74.84274105,-1.6,1,1,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
76,147.5,68.0388555,-2.6,1,0,0,2,5,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,153,53,-2.4,1,0,0,2,3,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
73,152,48,-3.1,1,0,0,2,3,0,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70,159.1,80,-2,1,1,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81,170,68,-2.2,1,0,1,3,1,0,1,1,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
85,164.6,73.02837157,-3.2,2,0,0,2,3,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
65,152,54.24964745,-2,1,1,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
84,145.4,74.47986715,-1.8,1,0,1,2,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
81,149,59.3,-3.2,1,0,0,2,3,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
84,146.05,55.33826914,-1.7,1,0,0,1,4,0,1,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,166.5,73,-2.5,1,1,1,2,3,0,1,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
73,146,56,-2.4,1,0,0,2,3,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70,153,67,-2.7,1,0,0,2,4,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
67,165.5,55,-2.7,1,0,1,1,3,1,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
71,160,73,-2.5,1,2,0,2,3,0,1,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
86,155.6,49.6,-3.2,1,0,0,2,3,0,1,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
86,153.9,71,-1.6,1,0,0,2,2,0,1,0,2,1,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
68,154.94,57.15263862,-2.7,1,0,0,2,4,0,1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,170.18,83.46099608,-2.3,2,0,1,2,3,0,1,1,0,1,6,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
67,164,81.5,-2,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70,164,69.6,-1.8,1,0,0,2,4,0,1,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
75,154.94,73.93555631,-1.9,1,0,0,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71,163.1,59.1,-1.5,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79,150,69.6,-1.4,1,0,0,1,3,0,1,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
85,157,81,-0.7,1,2,1,2,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
67,153.6,60.1,-1.5,1,0,0,2,5,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59,163,110,-1.7,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
65,170.18,86.1825503,-0.7,1,0,0,2,4,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
70,155,97.9,-0.2,1,0,1,2,3,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
70,157,72.5747792,-1.2,1,0,0,2,4,0,1,0,1,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
57,156.8,60.2,-0.7,1,0,0,2,3,1,1,0,2,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
69,162,64.9,-1.2,1,0,0,2,5,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,154.94,78.01788764,-1,1,0,1,2,3,0,1,1,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
